unidade;servicos;mes_ano;total
BACABAL;RECLAMAÇÃO COBRANÇA INDEVIDA DE ATIVIDADE ACESSO;2023-08;1
BACABAL;RECLAMAÇÃO COBRANÇA INDEVIDA DE ATIVIDADE ACESSO;2024-06;1
BACABAL;RECLAMAÇÃO DE APRESENTAÇÃO/ENTREGA DE FATURA;2024-02;1
BACABAL;RECLAMAÇÃO DE APRESENTAÇÃO/ENTREGA DE FATURA;2024-11;1
BACABAL;RECLAMAÇÃO DE APRESENTAÇÃO/ENTREGA DE FATURA;2025-05;2
BACABAL;RECLAMAÇÃO DE APRESENTAÇÃO/ENTREGA DE FATURA;2025-06;2
BACABAL;RECLAMAÇÃO DE APRESENTAÇÃO/ENTREGA DE FATURA;2025-08;1
BACABAL;RECLAMAÇÃO DE APRESENTAÇÃO/ENTREGA DE FATURA;2025-10;1
BACABAL;RECLAMAÇÃO DE ATENDIMENTO;2023-04;1
BACABAL;RECLAMAÇÃO DE ATENDIMENTO;2023-08;1
BACABAL;RECLAMAÇÃO DE ATENDIMENTO;2024-05;1
BACABAL;RECLAMAÇÃO DE ATENDIMENTO;2024-06;4
BACABAL;RECLAMAÇÃO DE ATENDIMENTO;2024-07;1
BACABAL;RECLAMAÇÃO DE ATENDIMENTO;2024-10;3
BACABAL;RECLAMAÇÃO DE ATENDIMENTO;2024-11;1
BACABAL;RECLAMAÇÃO DE ATENDIMENTO;2025-01;1
BACABAL;RECLAMAÇÃO DE ATENDIMENTO;2025-03;1
BACABAL;RECLAMAÇÃO DE ATENDIMENTO;2025-05;1
BACABAL;RECLAMAÇÃO DE ATENDIMENTO;2025-06;1
BACABAL;RECLAMAÇÃO DE ATENDIMENTO;2025-07;1
BACABAL;RECLAMAÇÃO DE ATENDIMENTO;2025-08;1
BACABAL;RECLAMAÇÃO DE ATENDIMENTO;2025-09;3
BACABAL;RECLAMAÇÃO DE ATENDIMENTO;2025-10;2
BACABAL;RECLAMAÇÃO DE CADASTRO/ALTERAÇÃO CADASTRAL;2024-11;2
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2023-01;3
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2023-02;1
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2023-03;1
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2023-04;1
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2023-05;1
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2023-06;3
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2023-07;3
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2023-08;6
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2023-09;16
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2023-10;11
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2023-11;10
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2023-12;6
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2024-01;4
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2024-02;9
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2024-03;7
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2024-04;5
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2024-05;12
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2024-06;5
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2024-07;6
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2024-08;5
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2024-09;10
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2024-10;9
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2024-11;11
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2024-12;6
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2025-01;7
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2025-02;5
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2025-03;7
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2025-04;4
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2025-05;2
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2025-06;7
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2025-07;3
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2025-08;2
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2025-09;3
BACABAL;RECLAMAÇÃO DE COBRANÇA POR IRREGULARIDADE;2025-10;3
BACABAL;RECLAMAÇÃO DE CONTAS;2025-01;3
BACABAL;RECLAMAÇÃO DE CONTAS;2025-06;1
BACABAL;RECLAMAÇÃO DE CONTAS;2025-07;1
BACABAL;RECLAMAÇÃO DE CONTAS;2025-08;1
BACABAL;RECLAMAÇÃO DE CONTAS;2025-09;2
BACABAL;RECLAMAÇÃO DE CONTAS;2025-10;2
BACABAL;RECLAMAÇÃO DE CUSTO DE DISPONIBILIDADE;2024-05;1
BACABAL;RECLAMAÇÃO DE CUSTO DE DISPONIBILIDADE;2024-08;1
BACABAL;RECLAMAÇÃO DE CUSTO DE DISPONIBILIDADE;2024-10;1
BACABAL;RECLAMAÇÃO DE CUSTO DE DISPONIBILIDADE;2025-02;1
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2023-01;4
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2023-02;9
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2023-03;6
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2023-05;2
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2023-06;2
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2023-07;4
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2023-08;15
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2023-09;5
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2023-10;7
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2023-11;10
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2023-12;12
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2024-01;9
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2024-02;8
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2024-03;23
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2024-04;10
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2024-05;10
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2024-06;3
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2024-07;2
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2024-08;1
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2024-09;1
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2024-10;8
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2024-11;23
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2024-12;26
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2025-01;7
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2025-02;11
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2025-03;7
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2025-04;7
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2025-05;9
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2025-06;3
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2025-08;2
BACABAL;RECLAMAÇÃO DE DANOS ELÉTRICOS;2025-09;1
BACABAL;RECLAMAÇÃO DE ERRO DE LEITURA;2023-01;1
BACABAL;RECLAMAÇÃO DE ERRO DE LEITURA;2023-02;3
BACABAL;RECLAMAÇÃO DE ERRO DE LEITURA;2023-06;1
BACABAL;RECLAMAÇÃO DE ERRO DE LEITURA;2023-08;1
BACABAL;RECLAMAÇÃO DE ERRO DE LEITURA;2023-09;3
BACABAL;RECLAMAÇÃO DE ERRO DE LEITURA;2023-10;1
BACABAL;RECLAMAÇÃO DE ERRO DE LEITURA;2023-11;1
BACABAL;RECLAMAÇÃO DE ERRO DE LEITURA;2024-05;13
BACABAL;RECLAMAÇÃO DE ERRO DE LEITURA;2024-06;8
BACABAL;RECLAMAÇÃO DE ERRO DE LEITURA;2024-07;4
BACABAL;RECLAMAÇÃO DE ERRO DE LEITURA;2024-09;1
BACABAL;RECLAMAÇÃO DE ERRO DE LEITURA;2024-10;1
BACABAL;RECLAMAÇÃO DE ERRO DE LEITURA;2024-11;1
BACABAL;RECLAMAÇÃO DE ERRO DE LEITURA;2024-12;3
BACABAL;RECLAMAÇÃO DE ERRO DE LEITURA;2025-01;10
BACABAL;RECLAMAÇÃO DE ERRO DE LEITURA;2025-02;3
BACABAL;RECLAMAÇÃO DE ERRO DE LEITURA;2025-03;3
BACABAL;RECLAMAÇÃO DE ERRO DE LEITURA;2025-04;4
BACABAL;RECLAMAÇÃO DE ERRO DE LEITURA;2025-05;10
BACABAL;RECLAMAÇÃO DE ERRO DE LEITURA;2025-06;3
BACABAL;RECLAMAÇÃO DE ERRO DE LEITURA;2025-07;8
BACABAL;RECLAMAÇÃO DE ERRO DE LEITURA;2025-08;2
BACABAL;RECLAMAÇÃO DE ERRO DE LEITURA;2025-09;5
BACABAL;RECLAMAÇÃO DE ERRO DE LEITURA;2025-10;2
BACABAL;RECLAMAÇÃO DE FATURA;2023-03;1
BACABAL;RECLAMAÇÃO DE FATURA;2024-02;1
BACABAL;RECLAMAÇÃO DE FATURA;2024-05;10
BACABAL;RECLAMAÇÃO DE FATURA;2024-06;9
BACABAL;RECLAMAÇÃO DE FATURA;2024-07;4
BACABAL;RECLAMAÇÃO DE FATURA;2024-08;2
BACABAL;RECLAMAÇÃO DE FATURA;2024-10;4
BACABAL;RECLAMAÇÃO DE FATURA;2024-11;2
BACABAL;RECLAMAÇÃO DE FATURA;2024-12;6
BACABAL;RECLAMAÇÃO DE FATURA;2025-01;3
BACABAL;RECLAMAÇÃO DE FATURA;2025-02;4
BACABAL;RECLAMAÇÃO DE FATURA;2025-04;1
BACABAL;RECLAMAÇÃO DE FATURA;2025-05;4
BACABAL;RECLAMAÇÃO DE FATURA;2025-06;2
BACABAL;RECLAMAÇÃO DE FATURA;2025-07;4
BACABAL;RECLAMAÇÃO DE FATURA;2025-08;4
BACABAL;RECLAMAÇÃO DE FATURA;2025-09;3
BACABAL;RECLAMAÇÃO DE FATURA;2025-10;4
BACABAL;RECLAMAÇÃO DE PRAZOS DE SERVIÇOS;2023-02;1
BACABAL;RECLAMAÇÃO DE PRAZOS DE SERVIÇOS;2023-08;1
BACABAL;RECLAMAÇÃO DE PRAZOS DE SERVIÇOS;2023-09;2
BACABAL;RECLAMAÇÃO DE PRAZOS DE SERVIÇOS;2023-10;4
BACABAL;RECLAMAÇÃO DE PRAZOS DE SERVIÇOS;2023-11;12
BACABAL;RECLAMAÇÃO DE PRAZOS DE SERVIÇOS;2023-12;6
BACABAL;RECLAMAÇÃO DE PRAZOS DE SERVIÇOS;2024-01;4
BACABAL;RECLAMAÇÃO DE PRAZOS DE SERVIÇOS;2024-02;8
BACABAL;RECLAMAÇÃO DE PRAZOS DE SERVIÇOS;2024-03;6
BACABAL;RECLAMAÇÃO DE PRAZOS DE SERVIÇOS;2024-04;13
BACABAL;RECLAMAÇÃO DE PRAZOS DE SERVIÇOS;2024-05;1
BACABAL;RECLAMAÇÃO DE PRAZOS DE SERVIÇOS;2024-11;1
BACABAL;RECLAMAÇÃO DE PRAZOS DE SERVIÇOS;2024-12;3
BACABAL;RECLAMAÇÃO DE PRAZOS DE SERVIÇOS;2025-01;2
BACABAL;RECLAMAÇÃO DE PRAZOS DE SERVIÇOS;2025-06;1
BACABAL;RECLAMAÇÃO DE PRAZOS DE SERVIÇOS;2025-08;1
BACABAL;RECLAMAÇÃO DE PRAZOS DE SERVIÇOS;2025-09;1
BACABAL;RECLAMAÇÃO DE PRAZOS DE SERVIÇOS;2025-10;3
BACABAL;RECLAMAÇÃO DE SERVIÇO FORA DO PRAZO;2023-07;1
BACABAL;RECLAMAÇÃO DE SERVIÇO FORA DO PRAZO;2024-11;1
BACABAL;RECLAMAÇÃO DE TARIFA;2024-11;1
BACABAL;RECLAMAÇÃO DE VARIAÇÃO DE CONSUMO;2023-08;1
BACABAL;RECLAMAÇÃO DE VARIAÇÃO DE CONSUMO;2024-04;1
BACABAL;RECLAMAÇÃO DE VARIAÇÃO DE CONSUMO;2024-05;2
BACABAL;RECLAMAÇÃO DE VARIAÇÃO DE CONSUMO;2024-06;5
BACABAL;RECLAMAÇÃO DE VARIAÇÃO DE CONSUMO;2024-11;3
BACABAL;RECLAMAÇÃO DE VARIAÇÃO DE CONSUMO;2024-12;2
BACABAL;RECLAMAÇÃO DE VARIAÇÃO DE CONSUMO;2025-06;2
BACABAL;RECLAMAÇÃO DE VARIAÇÃO DE CONSUMO;2025-07;3
BACABAL;RECLAMAÇÃO DE VARIAÇÃO DE CONSUMO;2025-09;3
BACABAL;RECLAMAÇÃO DE VARIAÇÃO DE CONSUMO;2025-10;1
BACABAL;RECLAMAÇÃO SUSPENSÃO INDEVIDA;2025-10;1
BACABAL;RECLAME AQUI;2023-08;1
BACABAL;RECLAME AQUI;2023-09;1
BACABAL;RECLAME AQUI;2024-02;1
BACABAL;RECLAME AQUI;2025-03;1
BACABAL;RECLAME AQUI;2025-04;1
BACABAL;RECLAME AQUI;2025-07;1
BACABAL;REFATURAMENTO DE FATURA;2023-04;1
BACABAL;REFATURAMENTO DE FATURA;2023-05;4
BACABAL;REFATURAMENTO DE FATURA;2023-11;1
BACABAL;REFATURAMENTO DE FATURA;2024-06;1
BACABAL;REFATURAMENTO DE FATURA;2024-12;2
BACABAL;REFATURAMENTO DE FATURA;2025-02;1
BACABAL;REFATURAMENTO DE FATURA;2025-03;1
BACABAL;REFATURAMENTO DE FATURA;2025-05;2
BACABAL;REFATURAMENTO DE FATURA;2025-06;1
BACABAL;REFATURAMENTO DE FATURA;2025-07;1
BACABAL;REFATURAMENTO DE FATURA;2025-08;3
BACABAL;RELIGAÇÃO;2023-01;257
BACABAL;RELIGAÇÃO;2023-02;180
BACABAL;RELIGAÇÃO;2023-03;233
BACABAL;RELIGAÇÃO;2023-04;170
BACABAL;RELIGAÇÃO;2023-05;185
BACABAL;RELIGAÇÃO;2023-06;216
BACABAL;RELIGAÇÃO;2023-07;196
BACABAL;RELIGAÇÃO;2023-08;267
BACABAL;RELIGAÇÃO;2023-09;214
BACABAL;RELIGAÇÃO;2023-10;251
BACABAL;RELIGAÇÃO;2023-11;250
BACABAL;RELIGAÇÃO;2023-12;269
BACABAL;RELIGAÇÃO;2024-01;278
BACABAL;RELIGAÇÃO;2024-02;195
BACABAL;RELIGAÇÃO;2024-03;163
BACABAL;RELIGAÇÃO;2024-04;206
BACABAL;RELIGAÇÃO;2024-05;260
BACABAL;RELIGAÇÃO;2024-06;246
BACABAL;RELIGAÇÃO;2024-07;298
BACABAL;RELIGAÇÃO;2024-08;198
BACABAL;RELIGAÇÃO;2024-09;239
BACABAL;RELIGAÇÃO;2024-10;307
BACABAL;RELIGAÇÃO;2024-11;224
BACABAL;RELIGAÇÃO;2024-12;249
BACABAL;RELIGAÇÃO;2025-01;183
BACABAL;RELIGAÇÃO;2025-02;287
BACABAL;RELIGAÇÃO;2025-03;196
BACABAL;RELIGAÇÃO;2025-04;223
BACABAL;RELIGAÇÃO;2025-05;247
BACABAL;RELIGAÇÃO;2025-06;156
BACABAL;RELIGAÇÃO;2025-07;156
BACABAL;RELIGAÇÃO;2025-08;196
BACABAL;RELIGAÇÃO;2025-09;174
BACABAL;RELIGAÇÃO;2025-10;81
BACABAL;RESSARCIMENTOS DE DANOS;2025-04;1
BACABAL;RESSARCIMENTOS DE DANOS;2025-07;1
BACABAL;RESSARCIMENTOS DE DANOS;2025-09;1
BACABAL;RESSARCIMENTOS DE DANOS;2025-10;2
BACABAL;SEGUNDA VIA MLA;2023-01;146
BACABAL;SEGUNDA VIA MLA;2023-02;145
BACABAL;SEGUNDA VIA MLA;2023-03;439
BACABAL;SEGUNDA VIA MLA;2023-04;722
BACABAL;SEGUNDA VIA MLA;2023-05;545
BACABAL;SEGUNDA VIA MLA;2023-06;750
BACABAL;SEGUNDA VIA MLA;2023-07;460
BACABAL;SEGUNDA VIA MLA;2023-08;470
BACABAL;SEGUNDA VIA MLA;2023-09;304
BACABAL;SEGUNDA VIA MLA;2023-10;424
BACABAL;SEGUNDA VIA MLA;2023-11;481
BACABAL;SEGUNDA VIA MLA;2023-12;344
BACABAL;SEGUNDA VIA MLA;2024-01;903
BACABAL;SEGUNDA VIA MLA;2024-02;865
BACABAL;SEGUNDA VIA MLA;2024-03;770
BACABAL;SEGUNDA VIA MLA;2024-04;1022
BACABAL;SEGUNDA VIA MLA;2024-05;1179
BACABAL;SEGUNDA VIA MLA;2024-06;967
BACABAL;SEGUNDA VIA MLA;2024-07;883
BACABAL;SEGUNDA VIA MLA;2024-08;967
BACABAL;SEGUNDA VIA MLA;2024-09;804
BACABAL;SEGUNDA VIA MLA;2024-10;1008
BACABAL;SEGUNDA VIA MLA;2024-11;751
BACABAL;SEGUNDA VIA MLA;2024-12;976
BACABAL;SEGUNDA VIA MLA;2025-01;1155
BACABAL;SEGUNDA VIA MLA;2025-02;754
BACABAL;SEGUNDA VIA MLA;2025-03;499
BACABAL;SEGUNDA VIA MLA;2025-04;464
BACABAL;SEGUNDA VIA MLA;2025-05;506
BACABAL;SEGUNDA VIA MLA;2025-06;550
BACABAL;SEGUNDA VIA MLA;2025-07;442
BACABAL;SEGUNDA VIA MLA;2025-08;465
BACABAL;SEGUNDA VIA MLA;2025-09;410
BACABAL;SEGUNDA VIA MLA;2025-10;167
BACABAL;SERVIÇO EMERGENCIAL;2023-01;86
BACABAL;SERVIÇO EMERGENCIAL;2023-02;91
BACABAL;SERVIÇO EMERGENCIAL;2023-03;124
BACABAL;SERVIÇO EMERGENCIAL;2023-04;75
BACABAL;SERVIÇO EMERGENCIAL;2023-05;111
BACABAL;SERVIÇO EMERGENCIAL;2023-06;116
BACABAL;SERVIÇO EMERGENCIAL;2023-07;102
BACABAL;SERVIÇO EMERGENCIAL;2023-08;134
BACABAL;SERVIÇO EMERGENCIAL;2023-09;108
BACABAL;SERVIÇO EMERGENCIAL;2023-10;106
BACABAL;SERVIÇO EMERGENCIAL;2023-11;95
BACABAL;SERVIÇO EMERGENCIAL;2023-12;120
BACABAL;SERVIÇO EMERGENCIAL;2024-01;114
BACABAL;SERVIÇO EMERGENCIAL;2024-02;95
BACABAL;SERVIÇO EMERGENCIAL;2024-03;106
BACABAL;SERVIÇO EMERGENCIAL;2024-04;137
BACABAL;SERVIÇO EMERGENCIAL;2024-05;114
BACABAL;SERVIÇO EMERGENCIAL;2024-06;70
BACABAL;SERVIÇO EMERGENCIAL;2024-07;87
BACABAL;SERVIÇO EMERGENCIAL;2024-08;101
BACABAL;SERVIÇO EMERGENCIAL;2024-09;124
BACABAL;SERVIÇO EMERGENCIAL;2024-10;126
BACABAL;SERVIÇO EMERGENCIAL;2024-11;127
BACABAL;SERVIÇO EMERGENCIAL;2024-12;108
BACABAL;SERVIÇO EMERGENCIAL;2025-01;135
BACABAL;SERVIÇO EMERGENCIAL;2025-02;102
BACABAL;SERVIÇO EMERGENCIAL;2025-03;104
BACABAL;SERVIÇO EMERGENCIAL;2025-04;97
BACABAL;SERVIÇO EMERGENCIAL;2025-05;90
BACABAL;SERVIÇO EMERGENCIAL;2025-06;90
BACABAL;SERVIÇO EMERGENCIAL;2025-07;98
BACABAL;SERVIÇO EMERGENCIAL;2025-08;68
BACABAL;SERVIÇO EMERGENCIAL;2025-09;80
BACABAL;SERVIÇO EMERGENCIAL;2025-10;49
BACABAL;SERVIÇOS TECNICO DE REDE;2023-01;6
BACABAL;SERVIÇOS TECNICO DE REDE;2023-02;2
BACABAL;SERVIÇOS TECNICO DE REDE;2023-03;4
BACABAL;SERVIÇOS TECNICO DE REDE;2023-04;4
BACABAL;SERVIÇOS TECNICO DE REDE;2023-05;4
BACABAL;SERVIÇOS TECNICO DE REDE;2023-06;5
BACABAL;SERVIÇOS TECNICO DE REDE;2023-07;3
BACABAL;SERVIÇOS TECNICO DE REDE;2023-08;8
BACABAL;SERVIÇOS TECNICO DE REDE;2023-09;4
BACABAL;SERVIÇOS TECNICO DE REDE;2023-10;5
BACABAL;SERVIÇOS TECNICO DE REDE;2023-11;7
BACABAL;SERVIÇOS TECNICO DE REDE;2023-12;1
BACABAL;SERVIÇOS TECNICO DE REDE;2024-01;5
BACABAL;SERVIÇOS TECNICO DE REDE;2024-02;4
BACABAL;SERVIÇOS TECNICO DE REDE;2024-03;3
BACABAL;SERVIÇOS TECNICO DE REDE;2024-05;4
BACABAL;SERVIÇOS TECNICO DE REDE;2024-06;4
BACABAL;SERVIÇOS TECNICO DE REDE;2024-07;1
BACABAL;SERVIÇOS TECNICO DE REDE;2024-08;8
BACABAL;SERVIÇOS TECNICO DE REDE;2024-09;9
BACABAL;SERVIÇOS TECNICO DE REDE;2024-10;5
BACABAL;SERVIÇOS TECNICO DE REDE;2024-11;3
BACABAL;SERVIÇOS TECNICO DE REDE;2024-12;2
BACABAL;SERVIÇOS TECNICO DE REDE;2025-01;6
BACABAL;SERVIÇOS TECNICO DE REDE;2025-02;4
BACABAL;SERVIÇOS TECNICO DE REDE;2025-03;7
BACABAL;SERVIÇOS TECNICO DE REDE;2025-04;3
BACABAL;SERVIÇOS TECNICO DE REDE;2025-06;2
BACABAL;SERVIÇOS TECNICO DE REDE;2025-07;2
BACABAL;SERVIÇOS TECNICO DE REDE;2025-08;2
BACABAL;SERVIÇOS TECNICO DE REDE;2025-09;8
BACABAL;SERVIÇOS TECNICO DE REDE;2025-10;1
BACABAL;SITUAÇÃO DO PEDIDO;2023-01;15
BACABAL;SITUAÇÃO DO PEDIDO;2023-02;5
BACABAL;SITUAÇÃO DO PEDIDO;2023-03;4
BACABAL;SITUAÇÃO DO PEDIDO;2023-04;9
BACABAL;SITUAÇÃO DO PEDIDO;2023-05;5
BACABAL;SITUAÇÃO DO PEDIDO;2023-08;16
BACABAL;SITUAÇÃO DO PEDIDO;2023-09;36
BACABAL;SITUAÇÃO DO PEDIDO;2023-10;40
BACABAL;SITUAÇÃO DO PEDIDO;2023-11;29
BACABAL;SITUAÇÃO DO PEDIDO;2023-12;37
BACABAL;SITUAÇÃO DO PEDIDO;2024-01;25
BACABAL;SITUAÇÃO DO PEDIDO;2024-02;18
BACABAL;SITUAÇÃO DO PEDIDO;2024-03;22
BACABAL;SITUAÇÃO DO PEDIDO;2024-04;29
BACABAL;SITUAÇÃO DO PEDIDO;2024-05;37
BACABAL;SITUAÇÃO DO PEDIDO;2024-06;50
BACABAL;SITUAÇÃO DO PEDIDO;2024-07;31
BACABAL;SITUAÇÃO DO PEDIDO;2024-09;38
BACABAL;SITUAÇÃO DO PEDIDO;2024-10;50
BACABAL;SITUAÇÃO DO PEDIDO;2024-11;43
BACABAL;SITUAÇÃO DO PEDIDO;2024-12;28
BACABAL;SITUAÇÃO DO PEDIDO;2025-01;21
BACABAL;SITUAÇÃO DO PEDIDO;2025-02;41
BACABAL;SITUAÇÃO DO PEDIDO;2025-03;23
BACABAL;SITUAÇÃO DO PEDIDO;2025-04;30
BACABAL;SITUAÇÃO DO PEDIDO;2025-05;26
BACABAL;SITUAÇÃO DO PEDIDO;2025-06;24
BACABAL;SITUAÇÃO DO PEDIDO;2025-07;19
BACABAL;SITUAÇÃO DO PEDIDO;2025-08;21
BACABAL;SITUAÇÃO DO PEDIDO;2025-09;52
BACABAL;SITUAÇÃO DO PEDIDO;2025-10;31
BACABAL;SOLICITAÇÃO DE AFERIÇÃO NO MEDIDOR;2023-05;2
BACABAL;SOLICITAÇÃO DE AFERIÇÃO NO MEDIDOR;2023-06;1
BACABAL;SOLICITAÇÃO DE AFERIÇÃO NO MEDIDOR;2023-08;1
BACABAL;SOLICITAÇÃO DE AFERIÇÃO NO MEDIDOR;2024-06;1
BACABAL;SOLICITAÇÃO DE AFERIÇÃO NO MEDIDOR;2024-07;2
BACABAL;SOLICITAÇÃO DE AFERIÇÃO NO MEDIDOR;2025-01;1
BACABAL;SOLICITAÇÃO DE AFERIÇÃO NO MEDIDOR;2025-06;1
BACABAL;SOLICITAÇÃO DE AFERIÇÃO NO MEDIDOR;2025-08;1
BACABAL;SOLICITAÇÃO DE AFERIÇÃO NO MEDIDOR;2025-09;1
BACABAL;SOLICITAÇÃO DE AFERIÇÃO NO MEDIDOR;2025-10;4
BACABAL;SOLICITAÇÃO DE GRAVAÇÃO DE ATENDIMENTO;2025-02;1
BACABAL;TARIFA BRANCA;2023-02;1
BACABAL;TARIFA BRANCA;2023-04;3
BACABAL;TARIFA BRANCA;2023-05;1
BACABAL;TARIFA BRANCA;2023-07;1
BACABAL;TARIFA BRANCA;2023-11;1
BACABAL;TARIFA BRANCA;2024-11;2
BACABAL;TARIFA BRANCA;2025-09;1
BACABAL;TROCA DE PADRÃO;2023-01;15
BACABAL;TROCA DE PADRÃO;2023-02;8
BACABAL;TROCA DE PADRÃO;2023-03;9
BACABAL;TROCA DE PADRÃO;2023-04;8
BACABAL;TROCA DE PADRÃO;2023-05;11
BACABAL;TROCA DE PADRÃO;2023-06;11
BACABAL;TROCA DE PADRÃO;2023-07;11
BACABAL;TROCA DE PADRÃO;2023-08;13
BACABAL;TROCA DE PADRÃO;2023-09;6
BACABAL;TROCA DE PADRÃO;2023-10;11
BACABAL;TROCA DE PADRÃO;2023-11;12
BACABAL;TROCA DE PADRÃO;2023-12;13
BACABAL;TROCA DE PADRÃO;2024-01;11
BACABAL;TROCA DE PADRÃO;2024-02;7
BACABAL;TROCA DE PADRÃO;2024-03;8
BACABAL;TROCA DE PADRÃO;2024-04;12
BACABAL;TROCA DE PADRÃO;2024-05;7
BACABAL;TROCA DE PADRÃO;2024-06;7
BACABAL;TROCA DE PADRÃO;2024-07;10
BACABAL;TROCA DE PADRÃO;2024-08;8
BACABAL;TROCA DE PADRÃO;2024-09;6
BACABAL;TROCA DE PADRÃO;2024-10;18
BACABAL;TROCA DE PADRÃO;2024-11;13
BACABAL;TROCA DE PADRÃO;2024-12;24
BACABAL;TROCA DE PADRÃO;2025-01;12
BACABAL;TROCA DE PADRÃO;2025-02;11
BACABAL;TROCA DE PADRÃO;2025-03;11
BACABAL;TROCA DE PADRÃO;2025-04;10
BACABAL;TROCA DE PADRÃO;2025-05;14
BACABAL;TROCA DE PADRÃO;2025-06;11
BACABAL;TROCA DE PADRÃO;2025-07;8
BACABAL;TROCA DE PADRÃO;2025-08;16
BACABAL;TROCA DE PADRÃO;2025-09;16
BACABAL;TROCA DE PADRÃO;2025-10;11
BACABAL;TROCA DE TITULARIDADE;2023-01;218
BACABAL;TROCA DE TITULARIDADE;2023-02;213
BACABAL;TROCA DE TITULARIDADE;2023-03;221
